,ID,Находится в реестре МСП,Размер компании.Наименование,Размер уставного капитала объявленный,ОКВЭД2.Наименование,ОКВЭД2.Код,Численность персонала по данным ФНС.Количество,Город фактический,Город юридический,ЕЛС действующий,Грузоотправитель,Грузополучатель,Карточка клиента (внешний источник).Индекс платежной дисциплины Описание,Карточка клиента (внешний источник).Индекс платежной дисциплины Значение,Карточка клиента (внешний источник).Индекс финансового риска Описание,Карточка клиента (внешний источник).Индекс финансового риска Значение,Госконтракты.Контракт,Госконтракты.Тип контракта
22,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,5851,1
23,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,6875,1
24,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,7055,1
25,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,8129,1
26,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,8187,1
27,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,8590,1
28,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,8601,1
29,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,8605,1
30,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,8606,1
31,875,1,3,583125,132,4690,99,93,58,1,1,1,1,97,2,6,9616,1
32,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,2005,1
33,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,2495,1
34,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,2880,1
35,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,3360,1
36,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,4766,1
37,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,4767,1
38,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,4813,1
39,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,4899,1
40,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,5010,1
41,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,5717,1
42,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,5814,1
43,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,5851,1
44,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,6875,1
45,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,7055,1
46,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,8129,1
47,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,8187,1
48,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,8590,1
49,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,8601,1
50,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,8605,1
51,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,8606,1
52,875,1,3,583125,132,4690,100,93,58,1,1,1,1,97,2,6,9616,1
53,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,2005,1
54,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,2495,1
55,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,2880,1
56,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,3360,1
57,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,4766,1
58,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,4767,1
59,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,4813,1
60,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,4899,1
61,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,5010,1
62,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,5717,1
63,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,5814,1
64,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,5851,1
65,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,6875,1
66,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,7055,1
67,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,8129,1
68,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,8187,1
69,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,8590,1
70,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,8601,1
71,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,8605,1
72,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,8606,1
73,875,1,3,583125,132,4690,101,93,58,1,1,1,1,97,2,6,9616,1
74,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,2005,1
75,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,2495,1
76,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,2880,1
77,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,3360,1
78,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,4766,1
79,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,4767,1
80,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,4813,1
81,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,4899,1
82,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,5010,1
83,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,5717,1
84,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,5814,1
85,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,5851,1
86,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,6875,1
87,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,7055,1
88,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,8129,1
89,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,8187,1
90,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,8590,1
91,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,8601,1
92,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,8605,1
93,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,8606,1
94,875,1,3,583125,132,4690,102,93,58,1,1,1,1,97,2,6,9616,1
95,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,2005,1
96,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,2495,1
97,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,2880,1
98,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,3360,1
99,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,4766,1
100,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,4767,1
101,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,4813,1
102,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,4899,1
103,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,5010,1
104,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,5717,1
105,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,5814,1
106,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,5851,1
107,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,6875,1
108,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,7055,1
109,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,8129,1
110,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,8187,1
111,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,8590,1
112,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,8601,1
113,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,8605,1
114,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,8606,1
115,875,1,3,583125,132,4690,104,93,58,1,1,1,1,97,2,6,9616,1
116,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,2005,1
117,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,2495,1
118,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,2880,1
119,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,3360,1
120,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,4766,1
121,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,4767,1
122,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,4813,1
123,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,4899,1
124,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,5010,1
125,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,5717,1
126,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,5814,1
127,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,5851,1
128,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,6875,1
129,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,7055,1
130,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,8129,1
131,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,8187,1
132,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,8590,1
133,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,8601,1
134,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,8605,1
135,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,8606,1
136,875,1,3,583125,132,4690,105,93,58,1,1,1,1,97,2,6,9616,1
137,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,2005,1
138,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,2495,1
139,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,2880,1
140,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,3360,1
141,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,4766,1
142,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,4767,1
143,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,4813,1
144,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,4899,1
145,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,5010,1
146,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,5717,1
147,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,5814,1
148,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,5851,1
149,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,6875,1
150,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,7055,1
151,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,8129,1
152,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,8187,1
153,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,8590,1
154,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,8601,1
155,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,8605,1
156,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,8606,1
157,875,1,3,583125,132,4690,107,93,58,1,1,1,1,97,2,6,9616,1
158,876,0,0,44289806,104,146,579,66,62,1,0,1,1,99,2,10,2165,1
159,876,0,0,44289806,104,146,579,66,62,1,0,1,1,99,2,10,2516,1
160,876,0,0,44289806,104,146,579,66,62,1,0,1,1,99,2,10,2517,1
161,876,0,0,44289806,104,146,587,66,62,1,0,1,1,99,2,10,2165,1
162,876,0,0,44289806,104,146,587,66,62,1,0,1,1,99,2,10,2516,1
163,876,0,0,44289806,104,146,587,66,62,1,0,1,1,99,2,10,2517,1
164,876,0,0,44289806,104,146,608,66,62,1,0,1,1,99,2,10,2165,1
165,876,0,0,44289806,104,146,608,66,62,1,0,1,1,99,2,10,2516,1
166,876,0,0,44289806,104,146,608,66,62,1,0,1,1,99,2,10,2517,1
167,876,0,0,44289806,104,146,609,66,62,1,0,1,1,99,2,10,2165,1
168,876,0,0,44289806,104,146,609,66,62,1,0,1,1,99,2,10,2516,1
169,876,0,0,44289806,104,146,609,66,62,1,0,1,1,99,2,10,2517,1
170,876,0,0,44289806,104,146,981,66,62,1,0,1,1,99,2,10,2165,1
171,876,0,0,44289806,104,146,981,66,62,1,0,1,1,99,2,10,2516,1
172,876,0,0,44289806,104,146,981,66,62,1,0,1,1,99,2,10,2517,1
173,876,0,0,44289806,104,146,1022,66,62,1,0,1,1,99,2,10,2165,1
174,876,0,0,44289806,104,146,1022,66,62,1,0,1,1,99,2,10,2516,1
175,876,0,0,44289806,104,146,1022,66,62,1,0,1,1,99,2,10,2517,1
176,877,0,3,10024468,68,1105,293,93,58,1,1,1,1,92,2,12,4904,0
177,877,0,3,10024468,68,1105,297,93,58,1,1,1,1,92,2,12,4904,0
178,877,0,3,10024468,68,1105,299,93,58,1,1,1,1,92,2,12,4904,0
179,877,0,3,10024468,68,1105,304,93,58,1,1,1,1,92,2,12,4904,0
180,877,0,3,10024468,68,1105,308,93,58,1,1,1,1,92,2,12,4904,0
181,877,0,3,10024468,68,1105,319,93,58,1,1,1,1,92,2,12,4904,0
182,877,0,3,10024468,68,1105,321,93,58,1,1,1,1,92,2,12,4904,0
183,878,1,3,5740000,92,2420,110,93,58,0,0,0,1,92,3,39,5673,1
184,878,1,3,5740000,92,2420,110,93,58,0,0,0,1,92,3,39,6305,1
185,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,401,1
186,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,2496,1
187,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,2497,1
188,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,2498,1
189,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,3716,1
190,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,5455,1
191,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,5598,1
192,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,5677,1
193,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,5968,1
194,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,6937,1
195,879,1,1,133629,127,4661,9,93,58,1,1,1,1,92,0,89,9144,1
196,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,401,1
197,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,2496,1
198,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,2497,1
199,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,2498,1
200,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,3716,1
201,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,5455,1
202,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,5598,1
203,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,5677,1
204,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,5968,1
205,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,6937,1
206,879,1,1,133629,127,4661,19,93,58,1,1,1,1,92,0,89,9144,1
207,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,401,1
208,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,2496,1
209,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,2497,1
210,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,2498,1
211,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,3716,1
212,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,5455,1
213,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,5598,1
214,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,5677,1
215,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,5968,1
216,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,6937,1
217,879,1,1,133629,127,4661,28,93,58,1,1,1,1,92,0,89,9144,1
218,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,401,1
219,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,2496,1
220,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,2497,1
221,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,2498,1
222,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,3716,1
223,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,5455,1
224,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,5598,1
225,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,5677,1
226,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,5968,1
227,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,6937,1
228,879,1,1,133629,127,4661,38,93,58,1,1,1,1,92,0,89,9144,1
229,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,401,1
230,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,2496,1
231,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,2497,1
232,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,2498,1
233,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,3716,1
234,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,5455,1
235,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,5598,1
236,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,5677,1
237,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,5968,1
238,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,6937,1
239,879,1,1,133629,127,4661,53,93,58,1,1,1,1,92,0,89,9144,1
240,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,401,1
241,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,2496,1
242,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,2497,1
243,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,2498,1
244,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,3716,1
245,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,5455,1
246,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,5598,1
247,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,5677,1
248,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,5968,1
249,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,6937,1
250,879,1,1,133629,127,4661,74,93,58,1,1,1,1,92,0,89,9144,1
251,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,401,1
252,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,2496,1
253,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,2497,1
254,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,2498,1
255,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,3716,1
256,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,5455,1
257,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,5598,1
258,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,5677,1
259,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,5968,1
260,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,6937,1
261,879,1,1,133629,127,4661,104,93,58,1,1,1,1,92,0,89,9144,1
262,880,1,1,102372,5,68202,12,93,58,0,0,1,1,92,3,31,826,1
263,880,1,1,102372,5,68202,12,93,58,0,0,1,1,92,3,31,830,1
264,880,1,1,102372,5,68202,12,93,58,0,0,1,1,92,3,31,2526,1
265,880,1,1,102372,5,68202,12,93,58,0,0,1,1,92,3,31,3135,1
266,880,1,1,102372,5,68202,12,93,58,0,0,1,1,92,3,31,4875,1
267,880,1,1,102372,5,68202,12,93,58,0,0,1,1,92,3,31,4942,1
268,880,1,1,102372,5,68202,12,93,58,0,0,1,1,92,3,31,5618,1
269,880,1,1,102372,5,68202,12,93,58,0,0,1,1,92,3,31,6437,1
270,880,1,1,102372,5,68202,13,93,58,0,0,1,1,92,3,31,826,1
271,880,1,1,102372,5,68202,13,93,58,0,0,1,1,92,3,31,830,1
272,880,1,1,102372,5,68202,13,93,58,0,0,1,1,92,3,31,2526,1
273,880,1,1,102372,5,68202,13,93,58,0,0,1,1,92,3,31,3135,1
274,880,1,1,102372,5,68202,13,93,58,0,0,1,1,92,3,31,4875,1
275,880,1,1,102372,5,68202,13,93,58,0,0,1,1,92,3,31,4942,1
276,880,1,1,102372,5,68202,13,93,58,0,0,1,1,92,3,31,5618,1
277,880,1,1,102372,5,68202,13,93,58,0,0,1,1,92,3,31,6437,1
278,880,1,1,102372,5,68202,16,93,58,0,0,1,1,92,3,31,826,1
279,880,1,1,102372,5,68202,16,93,58,0,0,1,1,92,3,31,830,1
280,880,1,1,102372,5,68202,16,93,58,0,0,1,1,92,3,31,2526,1
281,880,1,1,102372,5,68202,16,93,58,0,0,1,1,92,3,31,3135,1
282,880,1,1,102372,5,68202,16,93,58,0,0,1,1,92,3,31,4875,1
283,880,1,1,102372,5,68202,16,93,58,0,0,1,1,92,3,31,4942,1
284,880,1,1,102372,5,68202,16,93,58,0,0,1,1,92,3,31,5618,1
285,880,1,1,102372,5,68202,16,93,58,0,0,1,1,92,3,31,6437,1
286,880,1,1,102372,5,68202,17,93,58,0,0,1,1,92,3,31,826,1
287,880,1,1,102372,5,68202,17,93,58,0,0,1,1,92,3,31,830,1
288,880,1,1,102372,5,68202,17,93,58,0,0,1,1,92,3,31,2526,1
289,880,1,1,102372,5,68202,17,93,58,0,0,1,1,92,3,31,3135,1
290,880,1,1,102372,5,68202,17,93,58,0,0,1,1,92,3,31,4875,1
291,880,1,1,102372,5,68202,17,93,58,0,0,1,1,92,3,31,4942,1
292,880,1,1,102372,5,68202,17,93,58,0,0,1,1,92,3,31,5618,1
293,880,1,1,102372,5,68202,17,93,58,0,0,1,1,92,3,31,6437,1
294,880,1,1,102372,5,68202,22,93,58,0,0,1,1,92,3,31,826,1
295,880,1,1,102372,5,68202,22,93,58,0,0,1,1,92,3,31,830,1
296,880,1,1,102372,5,68202,22,93,58,0,0,1,1,92,3,31,2526,1
297,880,1,1,102372,5,68202,22,93,58,0,0,1,1,92,3,31,3135,1
298,880,1,1,102372,5,68202,22,93,58,0,0,1,1,92,3,31,4875,1
299,880,1,1,102372,5,68202,22,93,58,0,0,1,1,92,3,31,4942,1
300,880,1,1,102372,5,68202,22,93,58,0,0,1,1,92,3,31,5618,1
301,880,1,1,102372,5,68202,22,93,58,0,0,1,1,92,3,31,6437,1
302,880,1,1,102372,5,68202,27,93,58,0,0,1,1,92,3,31,826,1
303,880,1,1,102372,5,68202,27,93,58,0,0,1,1,92,3,31,830,1
304,880,1,1,102372,5,68202,27,93,58,0,0,1,1,92,3,31,2526,1
305,880,1,1,102372,5,68202,27,93,58,0,0,1,1,92,3,31,3135,1
306,880,1,1,102372,5,68202,27,93,58,0,0,1,1,92,3,31,4875,1
307,880,1,1,102372,5,68202,27,93,58,0,0,1,1,92,3,31,4942,1
308,880,1,1,102372,5,68202,27,93,58,0,0,1,1,92,3,31,5618,1
309,880,1,1,102372,5,68202,27,93,58,0,0,1,1,92,3,31,6437,1
310,880,1,1,102372,5,68202,35,93,58,0,0,1,1,92,3,31,826,1
311,880,1,1,102372,5,68202,35,93,58,0,0,1,1,92,3,31,830,1
312,880,1,1,102372,5,68202,35,93,58,0,0,1,1,92,3,31,2526,1
313,880,1,1,102372,5,68202,35,93,58,0,0,1,1,92,3,31,3135,1
314,880,1,1,102372,5,68202,35,93,58,0,0,1,1,92,3,31,4875,1
315,880,1,1,102372,5,68202,35,93,58,0,0,1,1,92,3,31,4942,1
316,880,1,1,102372,5,68202,35,93,58,0,0,1,1,92,3,31,5618,1
317,880,1,1,102372,5,68202,35,93,58,0,0,1,1,92,3,31,6437,1
318,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,634,0
319,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,638,0
320,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,651,0
321,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,1138,0
322,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,1139,0
323,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,1140,0
324,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,1141,0
325,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,1187,0
326,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,1288,0
327,881,0,3,254220886,108,3522,1138,93,58,0,0,1,1,100,2,14,1291,0
